UID	Name	Name_of_mapped_ID_in_Tax	Tax_Path_Names	URL	Mapped_ID_in_Tax	Tax_Level	Tax_Path_IDs	Keywords	Description	Date	Type 	Author	Last_Edit	Comments	Affiliation	Location	Driftie	Tags
1.3.9.2.101	Skander Garroum	Energay Storage	Transportation;Planes;Hydrogen;Hydrogen	https://www.linkedin.com/in/skandergarroum/	1.3.9.2	5	1;1.1;1.1.1;1.1.1.2;1.1.1.2.1	climate drift, founder	Founder & Economist on a mission to demystify climate solutions. Serving bite-sized insights and in-depth explorations.	05/26/2025	Person		07/10/2025				1	transportation
1.3.9.3.100	The Guide To Advanced Air Mobility	Electric Planes	Transportation;Planes;Electric Planes;Electric Planes	https://www.climatedrift.com/p/the-guide-to-advanced-air-mobility	1.3.9	2	1;1.3;1.3.9;1.3.9.3	Advanced air mobility, air taxi, AAM aircraft, vertical take-off and landing, eVTOL, cargo market, public service market	Today, we are releasing a comprehensive 100-page guide on the Advanced Air Mobility (AAM) space. It covers everything you need to know, from use cases to an overview of key players and the regulatory landscape. For those who prefer a quicker read, we also prepared a brief 10-minute summary highlighting our highlights.	07/22/2025	CD Original Article	Eric Schiff	07/10/2025				NA	AI, markets, transportation, EVs
1.4.100	How To Make Your Home A Climate Champion	Water	Water;Water	https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion	1.4	2	1;1.4	Home Electrification, Climate Champion, Zero-Carbon Living, Carbon Footprint Reduction, Energy Efficiency, Carbon Reduction Plan, Zero Energy Ready Home (ZERH), Heat Pump, Weatherization, Water Re-use, Rainwater Capture, Composting, Methane, Energy Costs Savings, Indoor Air Health, IRA, net zero, home, International Energy Conservation Code, IECC, Rewiring America, Pedernales Electric Cooperative, home energy audit, EVs, Texas Electric Vehicle Infrastructure Plan, solar, residential, water heater, stove, composting, Carbon-Neutral Home	Have you thought about ditching your gas furnace or car and electrifying your home, only to be stopped by sticker shock or a maze of choices? If so, you’re not alone. The good news: plenty of homeowners are cracking the code on all-electric, zero-carbon living. Take Jennie Montano, for example. Jennie is a homeowner in Austin, Texas, who recently decided to transform her 1970s bungalow into a cleaner, more efficient home. At first, she felt just as stuck as anyone: Which project to do first?; How to afford it?; Who to hire?; Rather than throwing up her hands, Jennie turned the project into a series of manageable steps. And because she is a driftie she built it into a roadmap, and shared her decision making process and decisions along the way, to help us learn about the current solutions and friction points.This one’s for every homeowner thinking about decarbonization and every built-environment founder wanting to understand how customers navigate (or get stuck in) this transition.	02/17/2025	CD Original Article	Jennie Montano	07/10/2025	Maybe add a taxa category for homes?			NA	residential, EVs, water, AI
1.5.1.2.100	A Guide To Enteric Methane	Sustainable agriculture	Food and Agriculture;Farms;Sustainable agriculture;Sustainable agriculture	https://www.climatedrift.com/p/a-guide-to-enteric-methane	1.5.1.2	4	1;1.5;1.5.1;1.5.1.2	methane, GHG, food security, climate pollutants, livestock, enteric emmissions, mitigation, food and agriculture organization, FAO, ozone, breeding, vaccines,  feed additives, wearable devices, USDA, National Institute of Food and Agriculture, NIFA	Livestock production, while essential for global food security, contributes significantly to greenhouse gas emissions, with enteric methane being a particularly potent pollutant. Addressing this challenge requires innovative solutions that not only reduce emissions but also earn the trust of consumers and encourage adoption by producers. This paper explores the impacts of enteric emissions, existing mitigation approaches, and the challenge of encouraging producers to adopt mitigation efforts via multifaceted technology-based engagement methods and implementation strategies.	03/13/2024	CD Original Article	Barret Olafson	07/10/2025	Need to maybe add a better taxonomy for this			NA	food, agriculture, GHG, livestock, co2
1.5.1.2.101	Barret Olafson	Sustainable agriculture	Food and Agriculture;Farms;Sustainable agriculture;Sustainable agriculture	https://www.linkedin.com/in/barrettolafson/	1.5.1.2	4	1;1.5;1.5.1;1.5.1.2	methane, spark, enteric methane	I’ve always been drawn to problems—whether tinkering with code or experimenting in the garden for the last 30+ years. That curiosity set me on an early path in STEM, culminating in a degree in Meteorology with minors in Mathematics, Physics, and Computer Science. Now, I’m advancing my expertise with a Master’s in AI/ML, refining my skills to tackle the challenges of today—and tomorrow. Professionally, I’ve spent over 15 years working with start-ups and small teams, where the energy and innovation are constant. My focus has been on scaling distributed teams, refining products for market fit, and balancing technical execution with human-centered solutions. Along the way, I’ve cultivated a reputation for thoughtful leadership and collaboration. But my story isn’t just about technology and people—it’s also about purpose. Growing up surrounded by natural beauty, from the pristine forests and lakes of Northwestern Ontario to the less-trodden mountain trails of Hawaii, I developed a deep appreciation for the environment. A connection that inspired me to align my skills with more personally meaningful work. I’m stoked about channeling my expertise into addressing enteric methane emissions, a high-leverage opportunity for reducing greenhouse gases and improving the livelihoods of both generational producers and their communities while ensuring that food and nutritional security are universal.	05/27/2025	person		07/10/2025				1	AI, EVs, food, GHG
1.5.1.4.100	We Need To Talk About Mushrooms	Vertical farming	Food and Agriculture;Farms;Vertical farming;Vertical farming	https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms	1.5.1.4	4	1;1.5;1.5.1;1.5.1.4	Mushrooms, Alternative Protein, Sustainable Food, Vertical Farming, Nutritional Value, Environmental Impact, Market Trends, Specialty Mushrooms, Indoor Cultivation, Resource Efficiency, Waste Utilization, Smallhold, Distributed Farming	exploring the untapped potential and new directions in the world of mushroom cultivation and consumption.	10/24/2023	CD Original Article	Skander Garroum	07/10/2025				NA	agriculture, food, markets, AI
1.5.1.7.100	A Guide To Enteric Methane	Animal & Livestock Farms	Food and Agriculture;Farms;Sustainable agriculture;Sustainable agriculture	https://www.climatedrift.com/p/a-guide-to-enteric-methane	1.5.1.7	4	1;1.5;1.5.1;1.5.1.7	methane, GHG, food security, climate pollutants, livestock, enteric emmissions, mitigation, food and agriculture organization, FAO, ozone, breeding, vaccines,  feed additives, wearable devices, USDA, National Institute of Food and Agriculture, NIFA	Livestock production, while essential for global food security, contributes significantly to greenhouse gas emissions, with enteric methane being a particularly potent pollutant. Addressing this challenge requires innovative solutions that not only reduce emissions but also earn the trust of consumers and encourage adoption by producers. This paper explores the impacts of enteric emissions, existing mitigation approaches, and the challenge of encouraging producers to adopt mitigation efforts via multifaceted technology-based engagement methods and implementation strategies.	03/13/2024	CD Original Article	Barret Olafson	07/10/2025	Need to maybe add a better taxonomy for this			NA	food, agriculture, GHG, livestock, co2
1.5.1.7.101	Barret Olafson	Animal & Livestock Farms	Food and Agriculture;Farms;Sustainable agriculture;Sustainable agriculture	https://www.linkedin.com/in/barrettolafson/	1.5.1.7	4	1;1.5;1.5.1;1.5.1.7	methane, spark, enteric methane	I’ve always been drawn to problems—whether tinkering with code or experimenting in the garden for the last 30+ years. That curiosity set me on an early path in STEM, culminating in a degree in Meteorology with minors in Mathematics, Physics, and Computer Science. Now, I’m advancing my expertise with a Master’s in AI/ML, refining my skills to tackle the challenges of today—and tomorrow. Professionally, I’ve spent over 15 years working with start-ups and small teams, where the energy and innovation are constant. My focus has been on scaling distributed teams, refining products for market fit, and balancing technical execution with human-centered solutions. Along the way, I’ve cultivated a reputation for thoughtful leadership and collaboration. But my story isn’t just about technology and people—it’s also about purpose. Growing up surrounded by natural beauty, from the pristine forests and lakes of Northwestern Ontario to the less-trodden mountain trails of Hawaii, I developed a deep appreciation for the environment. A connection that inspired me to align my skills with more personally meaningful work. I’m stoked about channeling my expertise into addressing enteric methane emissions, a high-leverage opportunity for reducing greenhouse gases and improving the livelihoods of both generational producers and their communities while ensuring that food and nutritional security are universal.	05/27/2025	person		07/10/2025				1	AI, EVs, food, GHG
1.5.100	A Guide To Enteric Methane	Food and Agriculture	Food and Agriculture;Food and Agriculture	https://www.climatedrift.com/p/a-guide-to-enteric-methane	1.5	2	1;1.5	methane, GHG, food security, climate pollutants, livestock, enteric emmissions, mitigation, food and agriculture organization, FAO, ozone, breeding, vaccines,  feed additives, wearable devices, USDA, National Institute of Food and Agriculture, NIFA	Livestock production, while essential for global food security, contributes significantly to greenhouse gas emissions, with enteric methane being a particularly potent pollutant. Addressing this challenge requires innovative solutions that not only reduce emissions but also earn the trust of consumers and encourage adoption by producers. This paper explores the impacts of enteric emissions, existing mitigation approaches, and the challenge of encouraging producers to adopt mitigation efforts via multifaceted technology-based engagement methods and implementation strategies.	03/13/2024	CD Original Article	Barret Olafson	07/10/2025	Need to maybe add a better taxonomy for this			NA	food, agriculture, GHG, livestock, co2
1.5.101	A Look At Food And Agriculture	Food and Agriculture	Food and Agriculture;Food and Agriculture	https://www.climatedrift.com/p/a-look-at-food-and-agriculture	1.5	2	1;1.5	Food and Ag, seawaeed, Emissions, Greenhouse Gas Emissions, Alternative Proteins, Food Waste, Sustainability, Insects, Vertical Farming, Plant-based Meat, Cultivated Meat, Supply Chain, company profiles, inoqo, FaunaPhotonics, Entocycle, The Supplant Company, plant tech, MicroHarvest, Nordic SeaFarm, Phytoform, sweden, Farm Urban, urban, Your Beet, GreenBytes, restaurants, Improvin', FlyFarm, Agtech, Saveggy, Nextfood, Hortiya, Cirkulär, Re:meat	The Drop Conference Special. Food and agriculture play vital roles in sustaining the global population, but they come with significant environmental implications. Collectively, these sectors account for about 24% of the world's greenhouse gas emissions. Livestock alone contributes to nearly 14.5% of global emissions, with beef and dairy cattle being the primary culprits. Meanwhile, rice cultivation, responsible for around 10% of agricultural methane emissions, and deforestation, often pursued to create new farmlands, further exacerbate the problem. Additionally, about 70% of global freshwater withdrawals are for agriculture. As climate change becomes more pressing, reimagining these sectors to ensure sustainability while meeting global food demand is crucial. Fortunately, solutions are at hand: from alternative proteins like plant-based meats to efforts in curbing food waste. Let's explore the attendees of The Drop and delve into their solutions:	09/04/2023	CD Original Article	Skander Garroum	07/10/2025				NA	agriculture, food, livestock, AI, co2
